Referencia,Fecha Alta,Tipo_Prop,Tipo_Operación,Provincia,Superficie,Construidos,Precio Venta,Fecha Venta,Vendedor,Supervisor,Dueño Propiedad,Rut Dueño,Celular Dueño,email dueño,Comprador o arrendador,Rut Comp/Arrend.
139,26/02/04,Local,Alquiler,Tarragona,63,182,533925,22/09/04,Joaquín,,Ian Leblanc,5284371-5,9-967-536-318,dapibus.ligula.Aliquam@rutrum.edu,Raven Wong,49688419-1
140,26/02/04,Piso,Venta,Barcelona,222,247,1076034,02/06/04,María,Luisa,Scarlet Reilly,30020380-9,9-237-494-444,eu.nibh.vulputate@aclibero.com,Garth Rodriquez,48321380-8
141,27/02/04,Suelo,Venta,Barcelona,47,407,455477,31/12/04,Joaquín,,Lilah Mercer,40535333-4,9-419-307-875,Cras.vulputate.velit@euismod.net,Burton Hendrix,39786289-5
142,27/02/04,Oficina,Venta,Tarragona,123,300,1128156,23/09/04,Pedro,Joaquín,Clare Hood,10448358-5,9-299-884-124,velit.eget@euismodenimEtiam.com,Callum Walls,33236655-6
143,27/02/04,Oficina,Alquiler,Tarragona,134,665,1310520,28/12/04,María,Luisa,Nathaniel Chen,11163782-2,9-345-889-441,facilisis.vitae@Utsagittis.ca,Catherine Perry,34084239-1
144,28/02/04,Parking,Alquiler,Barcelona,121,344,782870,19/11/04,Pedro,Joaquín,Lesley Keller,30867293-K,9-834-307-779,erat.neque@ultriciesadipiscingenim.net,Jermaine Best,47259703-5
145,28/02/04,Piso,Venta,Girona,50,461,315550,14/10/04,Pedro,Joaquín,Amos Short,35810035-K,9-162-438-231,pede.nec@id.co.uk,Channing Potter,20973461-3
146,28/02/04,Parking,Venta,Girona,274,345,2028970,20/08/04,Luisa,,Melyssa Buck,38490592-7,9-895-291-357,molestie.tellus.Aenean@hendrerit.edu,Tallulah Mills,15413264-3
147,28/02/04,Parking,Alquiler,Barcelona,76,638,734388,28/05/04,Joaquín,,Brennan Burton,36894542-0,9-189-564-581,pharetra.sed@nuncIn.com,Noble Sharp,25017939-1
148,28/02/04,Local,Venta,Barcelona,109,295,779241,30/05/04,María,Luisa,Aileen Santiago,35014890-6,9-262-634-668,purus.ac@risus.ca,Madaline Barnett,25099999-2
149,29/02/04,Piso,Venta,Lleida,249,338,1492506,12/02/05,Luisa,,Roth Shelton,49845830-0,9-836-320-346,Aliquam.nec.enim@lobortis.net,Anika Bass,38916062-8
150,01/03/04,Casa,Alquiler,Lleida,212,189,1800516,19/12/04,Jesús,Luisa,Kasper Head,5283215-2,9-792-650-198,dictum.eu.placerat@ligulaconsectetuerrhoncus.net,Erica Hoffman,34789265-3
151,01/03/04,Oficina,Alquiler,Lleida,128,328,1259904,02/10/04,Luisa,,Steel Moore,22032218-1,9-250-547-146,In@aliquetlobortis.co.uk,Hayfa Mccarty,50211519-7
152,02/03/04,Oficina,Venta,Tarragona,172,495,1063648,13/02/05,María,Luisa,Leigh Bentley,33006156-1,9-562-284-383,vitae.mauris.sit@rhoncus.co.uk,Sydnee Terrell,39327234-1
153,02/03/04,Piso,Venta,Lleida,68,736,434656,13/07/04,María,Luisa,Gabriel Howe,5463287-8,9-585-283-825,enim.Etiam@interdumlibero.co.uk,Rooney Rhodes,30333526-9
154,02/03/04,Industrial,Alquiler,Lleida,52,371,508924,03/09/04,Pedro,Joaquín,Joshua Oneill,47871440-8,9-641-120-045,mauris@euerat.org,Kameko Estes,12546256-1
155,03/03/04,Suelo,Alquiler,Girona,185,367,1403595,02/10/04,Pedro,Joaquín,Burke Cherry,46216196-4,9-372-396-461,lectus.pede@augue.org,Charles Blake,34136380-2
156,03/03/04,Casa,Venta,Girona,284,650,1561432,01/07/04,Pedro,Joaquín,Debra Pugh,20303096-7,9-957-353-367,diam.eu@maurissapien.com,Magee Frazier,38525364-8
157,03/03/04,Oficina,Venta,Tarragona,202,563,1891932,02/10/04,María,Luisa,Kirestin Schwartz,18961853-0,9-672-663-672,lorem.ipsum.sodales@sapiengravidanon.com,Astra Mejia,23227301-1
158,03/03/04,Casa,Alquiler,Lleida,100,436,731700,10/10/04,Luisa,,Omar Hickman,46234244-6,9-457-815-963,ac.libero.nec@mollis.com,Hollee Booker,16603747-6
159,04/03/04,Local,Venta,Lleida,106,268,563178,01/08/04,Pedro,Joaquín,Judah Greer,19778499-7,9-612-836-148,sodales.nisi@famesac.edu,Basil Gill,7849714-9
160,04/03/04,Casa,Venta,Tarragona,211,561,875228,23/07/04,María,Luisa,Wallace Jackson,9821084-9,9-349-861-756,Maecenas@nunc.org,Grace Walters,19126311-1
161,04/03/04,Suelo,Venta,Tarragona,165,610,1305480,29/07/04,Jesús,Luisa,Keelie Mays,41227857-7,9-164-876-441,arcu.vel.quam@Proindolor.co.uk,Liberty Spence,23524066-1
162,05/03/04,Piso,Alquiler,Lleida,251,187,1361675,16/08/04,Jesús,Luisa,Ainsley Pratt,6684320-3,9-659-229-375,lacinia.mattis.Integer@porttitor.ca,Jordan Franks,50650824-K
163,05/03/04,Local,Venta,Tarragona,266,211,1161090,23/11/04,Carmen,Joaquín,Kenneth Francis,31703513-6,9-785-689-799,enim@liberomaurisaliquam.net,Cooper Huber,9015982-8
164,05/03/04,Oficina,Alquiler,Girona,287,429,1395681,13/09/04,Carmen,Joaquín,Ignatius Simon,10066292-2,9-226-786-202,Cras@id.net,Iris Harrington,14441153-6
165,05/03/04,Industrial,Venta,Tarragona,104,388,1001104,11/10/04,Luisa,,Jonah Coffey,42769982-K,9-902-535-556,lorem.ipsum@pellentesquemassalobortis.ca,Cassady Coleman,17215853-6
166,06/03/04,Oficina,Venta,Tarragona,250,342,2275500,29/07/04,Luisa,,Marvin Bauer,45538031-6,9-495-952-515,lorem.eu@Duis.ca,Dillon Joyner,34698268-3
167,06/03/04,Parking,Venta,Girona,169,424,1370759,14/01/05,Luisa,,Ferdinand Fowler,46298947-4,9-723-864-219,gravida.Praesent.eu@blanditmattis.org,Carol Poole,23328651-6
168,06/03/04,Suelo,Venta,Lleida,221,618,1842035,15/10/04,Joaquín,,Deborah Massey,24918814-K,9-694-696-956,id.magna.et@duiSuspendisseac.org,Kim Newman,31141800-9
169,07/03/04,Industrial,Alquiler,Barcelona,286,545,2080078,14/07/04,Jesús,Luisa,Sierra Gibbs,44106633-3,9-759-398-078,luctus.sit@diamProindolor.ca,Marcia Stark,8678599-4
170,08/03/04,Suelo,Alquiler,Lleida,73,492,597286,20/02/05,Joaquín,,Henry Curry,49024565-0,9-320-193-461,malesuada.augue.ut@velitSed.co.uk,Todd Becker,5283552-6
171,08/03/04,Suelo,Venta,Girona,144,439,1358640,13/11/04,Joaquín,,Buckminster Jimenez,14722737-K,9-535-775-227,ultricies@ornareFusce.net,Eaton Key,45632634-K
172,08/03/04,Piso,Alquiler,Tarragona,108,399,558252,19/10/04,María,Luisa,Erica Stanley,36603494-3,9-910-808-207,lobortis@iaculisodio.org,Barbara Ratliff,45265062-2
173,09/03/04,Oficina,Venta,Girona,268,488,2400476,08/03/05,Joaquín,,Raphael Good,35033840-3,9-337-404-181,Suspendisse.non@justofaucibuslectus.ca,Haviva Dunn,8422839-7
174,09/03/04,Piso,Alquiler,Lleida,143,604,1131416,25/08/04,Joaquín,,Kuame Kinney,14078771-K,9-209-498-384,felis.purus.ac@semmollisdui.org,Natalie Ingram,7613617-3
175,10/03/04,Local,Venta,Barcelona,52,457,416936,25/08/04,Carmen,Joaquín,Aimee Stevens,16239800-8,9-181-482-574,eu.ligula.Aenean@iaculislacuspede.ca,Tobias Case,42993841-4
176,10/03/04,Industrial,Alquiler,Lleida,193,495,1658835,30/08/04,Jesús,Luisa,Kellie Baird,7026216-9,9-943-878-638,elit.Aliquam@malesuadaiderat.co.uk,May Stevenson,6691640-5
177,11/03/04,Suelo,Venta,Tarragona,148,215,1431012,01/09/04,Jesús,Luisa,Curran House,31186592-7,9-744-629-975,Fusce.dolor.quam@vitaeeratvel.com,Yvette Allen,39447447-9
178,11/03/04,Local,Venta,Tarragona,118,190,513300,26/10/04,María,Luisa,Yen Walton,25301763-5,9-100-505-667,sed.tortor.Integer@fermentumfermentumarcu.co.uk,Barry Ashley,17404778-2
179,12/03/04,Industrial,Venta,Barcelona,156,493,848328,27/02/05,Jesús,Luisa,Judith Rocha,38611577-K,9-386-626-465,cursus.in.hendrerit@sit.org,Dante Huffman,39568978-9
180,12/03/04,Suelo,Alquiler,Tarragona,201,416,1874928,21/06/04,Jesús,Luisa,Nasim Haney,9663923-6,9-753-386-507,malesuada.augue@ut.com,Farrah Knox,39452704-1
181,12/03/04,Oficina,Venta,Tarragona,42,361,367584,11/08/04,Joaquín,,Zenaida Allison,28042273-8,9-705-964-326,Integer.aliquam.adipiscing@montesnasceturridiculus.net,Ina Johnson,13836851-3
182,13/03/04,Local,Alquiler,Tarragona,162,668,1323054,25/08/04,Joaquín,,Gretchen Oconnor,40662414-5,9-117-146-967,vel.sapien.imperdiet@Classaptenttaciti.org,Nathan Barker,37896014-2
183,14/03/04,Local,Alquiler,Girona,231,265,1446522,02/09/04,Carmen,Joaquín,Melinda Ray,10556265-9,9-220-676-595,In@arcu.co.uk,Adara Rojas,14783914-6
184,14/03/04,Suelo,Venta,Tarragona,273,699,1447992,24/10/04,Pedro,Joaquín,Ignatius Ferguson,19570252-7,9-478-949-757,Aliquam.erat@Praesentinterdum.edu,Courtney Chase,27314501-K
185,15/03/04,Industrial,Venta,Barcelona,265,435,2109930,27/08/04,María,Luisa,Geoffrey Moody,15776700-3,9-865-250-423,Nam.consequat@diamPellentesque.edu,TaShya Bolton,6090305-0
186,16/03/04,Casa,Alquiler,Girona,87,242,779868,23/10/04,Jesús,Luisa,Lillian Price,20218995-4,9-241-476-853,turpis.Nulla.aliquet@ipsumprimisin.com,Keely Larson,30109800-6
187,16/03/04,Local,Alquiler,Barcelona,95,714,919030,10/12/04,María,Luisa,Abel Davis,30086101-6,9-426-976-451,consequat@Phasellus.net,Yen Chang,32227968-K
188,16/03/04,Casa,Venta,Lleida,63,200,537264,08/02/05,Carmen,Joaquín,Lee Chaney,36355210-2,9-689-355-115,In@auctorvelit.edu,Ingrid Higgins,41442454-6
189,17/03/04,Parking,Venta,Girona,160,153,1261600,25/10/04,Jesús,Luisa,Tanner Warner,23945415-1,9-936-406-843,mi@vehicula.co.uk,Veronica Houston,19272758-8
190,17/03/04,Parking,Alquiler,Lleida,95,404,448210,25/10/04,Pedro,Joaquín,Wayne Kim,41300533-7,9-457-380-100,dolor.vitae.dolor@semegestas.ca,Michelle David,20534458-6
191,18/03/04,Suelo,Alquiler,Tarragona,71,500,431325,23/07/04,Carmen,Joaquín,Wallace Ruiz,11813859-7,9-886-354-800,nunc.sit@euaugueporttitor.ca,Maya Logan,6718131-K
192,18/03/04,Local,Venta,Girona,56,496,553616,09/03/05,Pedro,Joaquín,Audrey Travis,18806675-5,9-908-868-584,Duis.risus.odio@justo.edu,Kevin Velazquez,25676991-3
193,18/03/04,Suelo,Venta,Tarragona,59,496,453651,07/10/04,María,Luisa,Lesley Mathis,30994518-2,9-888-619-777,libero.et.tristique@lobortis.org,Megan Whitehead,50610980-9
194,19/03/04,Local,Alquiler,Girona,117,460,986895,14/09/04,Pedro,Joaquín,Holly Blair,40999648-5,9-580-704-348,Cras@lectusrutrumurna.ca,Hilel Pate,50213353-5
195,19/03/04,Piso,Venta,Girona,62,410,250852,21/07/04,Carmen,Joaquín,Grace Gray,15587603-4,9-870-619-494,tortor.nibh.sit@Maurisvel.co.uk,Carl Benton,25177886-8
196,20/03/04,Piso,Alquiler,Barcelona,281,585,1336717,10/11/04,Carmen,Joaquín,India Jennings,17835992-4,9-215-880-468,consequat@nibhlaciniaorci.ca,Amy Gomez,19730493-6
197,20/03/04,Piso,Venta,Tarragona,87,624,519738,13/01/05,Carmen,Joaquín,Melodie Kirkland,41260865-8,9-455-671-907,Nulla@Nullam.co.uk,Hannah Blackburn,36439304-0
198,21/03/04,Oficina,Alquiler,Girona,174,368,720882,14/08/04,Pedro,Joaquín,Finn Acosta,8767804-0,9-570-379-251,Proin@facilisisnonbibendum.co.uk,Cyrus Lindsey,45984684-0
199,21/03/04,Oficina,Venta,Lleida,177,235,842343,10/03/05,María,Luisa,Josephine Duffy,12381882-2,9-386-957-096,mi@non.ca,Janna Weber,43724061-2
200,22/03/04,Parking,Venta,Tarragona,281,133,2108343,26/09/04,Pedro,Joaquín,Joseph Brock,14258382-8,9-912-750-020,velit@DonecestNunc.edu,Rowan Parker,50553309-7
201,22/03/04,Parking,Venta,Girona,247,369,1050985,09/11/04,Pedro,Joaquín,Francis Sanchez,17964926-8,9-956-221-959,ac.turpis.egestas@diamPellentesque.edu,Nayda Foley,26135506-K
202,22/03/04,Piso,Alquiler,Girona,52,262,298272,13/08/04,María,Luisa,Latifah Phelps,21842622-0,9-841-554-567,metus.sit.amet@mattisornarelectus.ca,Nomlanga Lancaster,30115485-2
203,22/03/04,Local,Alquiler,Girona,169,261,902798,16/07/04,Luisa,,Fuller Owens,46477534-K,9-999-979-877,aliquet@eu.org,Victoria Bradford,31599754-2
204,23/03/04,Local,Alquiler,Barcelona,106,247,692180,09/11/04,Luisa,,Leo Johnston,27075940-8,9-622-299-491,non.enim@arcu.net,Yasir Roth,7047436-0
205,23/03/04,Local,Venta,Girona,274,295,2002392,04/12/04,Luisa,,Pamela Oliver,35535937-9,9-779-573-846,mus.Proin.vel@necimperdietnec.net,Yasir Berry,44722089-K
206,23/03/04,Piso,Alquiler,Lleida,250,175,2253500,21/02/05,Joaquín,,Unity Watson,36976964-2,9-679-838-464,tempus.mauris@Sed.ca,Fatima Juarez,34909331-6
207,23/03/04,Piso,Alquiler,Lleida,134,171,1338124,19/08/04,Luisa,,Cedric Hammond,39650450-2,9-784-948-349,non.egestas@necmetusfacilisis.com,Joel Lowe,42209185-8
208,23/03/04,Casa,Venta,Lleida,156,594,1369680,27/09/04,Pedro,Joaquín,Myles Brock,32556435-0,9-673-773-833,dui@dolor.ca,Oscar Callahan,7732274-4
209,24/03/04,Parking,Venta,Lleida,167,534,1643948,21/09/04,María,Luisa,Kendall Downs,12256479-7,9-381-312-503,urna@venenatislacusEtiam.ca,Eric Richard,22831335-1
210,24/03/04,Oficina,Alquiler,Lleida,206,297,1297594,03/03/05,Carmen,Joaquín,Hammett Hall,16320312-K,9-235-662-154,Sed.neque@Nullaeget.edu,Christine Acevedo,31917331-5
211,25/03/04,Parking,Alquiler,Barcelona,269,314,2134246,11/08/04,Carmen,Joaquín,Tatum Merritt,13880710-K,9-195-956-770,natoque.penatibus.et@rutrumnonhendrerit.org,Bert Chambers,25739014-4
212,25/03/04,Casa,Alquiler,Barcelona,63,344,492156,25/10/04,Carmen,Joaquín,Amir Nguyen,40440499-7,9-944-265-541,pellentesque@vellectusCum.co.uk,Justine Duncan,18526127-1
213,26/03/04,Suelo,Alquiler,Lleida,223,735,1932518,19/01/05,Pedro,Joaquín,Craig Mejia,10842495-8,9-568-853-303,sollicitudin.adipiscing.ligula@Donecnibh.edu,Daphne Huffman,8516387-6
214,26/03/04,Industrial,Venta,Girona,163,531,1385011,26/08/04,Carmen,Joaquín,Lacey Cohen,5736700-8,9-721-440-991,ipsum.leo@Nulla.org,Ciara Mckinney,42894201-9
215,27/03/04,Parking,Alquiler,Girona,214,211,1219158,13/07/04,Pedro,Joaquín,Candice Conrad,11246435-2,9-855-156-005,sollicitudin@egestas.net,Bradley Osborn,21023666-K
216,27/03/04,Industrial,Venta,Tarragona,263,260,1494892,02/02/05,María,Luisa,Dennis Stout,12178707-5,9-994-318-169,non@nibhQuisque.org,Indira Michael,40548157-K
217,28/03/04,Industrial,Alquiler,Lleida,216,125,1398600,03/11/04,Luisa,,Shelly George,33283377-4,9-112-859-218,urna.et.arcu@sodales.ca,Madaline Cotton,27258956-9
218,29/03/04,Suelo,Alquiler,Tarragona,65,633,461435,31/12/04,Carmen,Joaquín,Cassidy Herrera,28083370-3,9-478-769-468,mollis@molestieSed.ca,Quentin Dominguez,26620674-7
219,29/03/04,Industrial,Alquiler,Girona,46,193,351256,28/03/05,Luisa,,Brian Santiago,10683504-7,9-235-557-924,mollis.non@maurissagittisplacerat.co.uk,Yetta Zamora,47641169-6
220,30/03/04,Industrial,Alquiler,Lleida,209,529,1042283,17/09/04,Jesús,Luisa,Cheyenne Baldwin,48196023-1,9-967-406-441,Donec@et.org,Conan Fuller,7406675-5
221,30/03/04,Casa,Alquiler,Barcelona,56,293,474600,27/08/04,Pedro,Joaquín,Jacqueline Kelly,36238697-7,9-475-787-132,at.egestas.a@sitametluctus.ca,Kylan Matthews,5504545-3
222,30/03/04,Local,Alquiler,Girona,82,252,420660,02/10/04,María,Luisa,Griffith Foreman,34220549-6,9-274-212-886,lacus.vestibulum.lorem@enimmi.com,Signe Rosales,20206097-8
223,31/03/04,Suelo,Alquiler,Girona,62,164,489924,09/09/04,Luisa,,Rebekah Cunningham,25997767-3,9-917-155-350,posuere.enim.nisl@facilisisegetipsum.co.uk,Cyrus Small,35041915-2
224,31/03/04,Oficina,Venta,Tarragona,192,159,1032000,21/08/04,Luisa,,Melodie Barron,21536182-9,9-913-288-283,ut.mi.Duis@Donecnon.com,Leila Williams,43906906-6
225,01/04/04,Parking,Alquiler,Barcelona,152,520,1069320,15/12/04,Jesús,Luisa,Wilma Whitehead,16980738-8,9-225-133-975,ipsum.primis@egetmetusIn.ca,Cassandra Andrews,25748297-9
226,01/04/04,Local,Alquiler,Tarragona,182,702,1133132,29/08/04,Joaquín,,Dalton Daniels,38991261-1,9-247-699-208,sagittis.lobortis@risusDuis.edu,Blake Bryant,24778397-0
227,01/04/04,Casa,Venta,Lleida,179,265,1670965,09/09/04,Luisa,,Amy Randall,24026519-2,9-735-928-948,metus@sapiengravida.co.uk,Zorita Mcmahon,34248078-0
228,01/04/04,Local,Venta,Girona,211,406,2010619,12/11/04,Jesús,Luisa,Rinah Sanford,37426892-9,9-227-129-251,mauris@egestasligulaNullam.edu,Gillian Burton,34035812-0
229,01/04/04,Oficina,Venta,Tarragona,117,320,739206,25/01/05,Carmen,Joaquín,Gail Carson,31831326-1,9-823-394-707,consectetuer.adipiscing.elit@eget.edu,Colin Ingram,34126163-5
230,02/04/04,Oficina,Alquiler,Tarragona,186,531,1382166,01/03/05,Pedro,Joaquín,Susan Small,13816396-2,9-280-116-367,ligula.Donec@pedeSuspendissedui.com,Octavius Daugherty,21924769-9
231,03/04/04,Local,Alquiler,Barcelona,143,710,665951,18/02/05,Pedro,Joaquín,Benjamin Dean,48115507-K,9-116-305-574,tellus@eleifend.ca,Megan Marks,6484408-3
232,03/04/04,Oficina,Venta,Tarragona,212,428,1479548,03/11/04,María,Luisa,Erica Terrell,48734610-1,9-657-540-761,pede@natoque.com,Donovan Warren,13411291-3
233,03/04/04,Local,Alquiler,Girona,246,674,1362348,05/10/04,Joaquín,,Jesse Randall,22305568-0,9-801-488-767,urna.nec@interdumenimnon.org,Kim Henson,20782124-1
234,03/04/04,Suelo,Venta,Girona,230,524,1722700,26/03/05,Carmen,Joaquín,Baxter Terrell,37995579-7,9-444-132-412,porttitor@lacus.net,Genevieve Stone,27155839-2
235,03/04/04,Suelo,Venta,Lleida,126,525,848358,02/11/04,Pedro,Joaquín,Fredericka Collier,21258101-1,9-943-276-046,Donec.at@Aliquam.org,Amir Flowers,5071335-0
236,03/04/04,Industrial,Venta,Girona,226,206,2104286,26/08/04,Carmen,Joaquín,Mufutau Oneil,39925331-4,9-728-883-794,non.egestas.a@sedleoCras.edu,Naida Collier,48393849-7
237,05/04/04,Piso,Venta,Tarragona,262,301,1748850,07/10/04,Pedro,Joaquín,Amethyst Morin,27154070-1,9-905-718-375,Suspendisse.aliquet.molestie@nonantebibendum.edu,Hasad Decker,27521124-9
238,05/04/04,Casa,Alquiler,Barcelona,170,544,995520,01/02/05,Jesús,Luisa,Larissa Maynard,39539716-8,9-586-605-954,scelerisque.neque@turpisegestasFusce.co.uk,Inga Petty,26781139-3
239,05/04/04,Piso,Alquiler,Lleida,268,520,2338032,02/01/05,Pedro,Joaquín,Chanda Hess,29940011-5,9-815-527-516,velit@molestiedapibusligula.co.uk,Jaquelyn Mccarty,16564552-9
240,06/04/04,Parking,Venta,Barcelona,164,488,1298716,03/12/04,Luisa,,Nevada Garrison,33537357-K,9-774-386-594,cubilia.Curae@afelisullamcorper.com,Benjamin Higgins,36413091-0
241,06/04/04,Local,Venta,Lleida,260,295,2038660,26/07/04,Carmen,Joaquín,Kylan Hamilton,31616341-6,9-717-298-119,non.massa.non@ornarelectus.net,Linda Cobb,17990752-6
242,07/04/04,Suelo,Venta,Barcelona,69,364,656535,16/08/04,Jesús,Luisa,Stone Stokes,44640073-8,9-535-502-631,arcu.et@semPellentesque.org,Glenna Todd,28798878-8
243,07/04/04,Local,Venta,Lleida,298,328,1870546,31/03/05,Luisa,,Jonas York,16729386-7,9-183-843-437,mauris.Integer@etipsumcursus.net,Candice Gilmore,45716582-K
244,07/04/04,Local,Alquiler,Tarragona,284,322,1431076,22/12/04,María,Luisa,Maryam Howard,27741817-7,9-792-170-071,vel@nequevenenatislacus.com,Nissim Moon,32998163-0
245,08/04/04,Casa,Venta,Barcelona,239,677,1176597,07/07/04,Joaquín,,Ina Guy,24238194-7,9-790-502-194,sit.amet.diam@rutrumloremac.ca,Risa Coleman,49658803-7
246,09/04/04,Local,Venta,Girona,287,298,1936102,08/04/05,Jesús,Luisa,Chava Finley,45530082-7,9-876-187-558,felis.ullamcorper.viverra@Curabitur.com,Laura Monroe,37496008-3
247,09/04/04,Industrial,Alquiler,Barcelona,159,363,1582527,09/12/04,Jesús,Luisa,Lareina Mcfadden,26021926-K,9-430-853-913,leo.in@Aliquamauctor.co.uk,Kenneth Bishop,7640803-3
248,09/04/04,Suelo,Alquiler,Girona,136,392,873120,26/12/04,Pedro,Joaquín,Reese Gomez,39425428-2,9-633-861-149,faucibus.orci.luctus@Praesentinterdum.org,Uma Swanson,21086756-2
249,09/04/04,Industrial,Venta,Tarragona,223,454,2026401,13/12/04,Joaquín,,Madeson Holcomb,43836019-0,9-898-857-478,aliquam@scelerisque.com,Ifeoma Mcgee,41380643-7
250,09/04/04,Piso,Alquiler,Lleida,175,183,747075,01/02/05,Pedro,Joaquín,Mona Alexander,11583678-1,9-223-432-828,non@metusInnec.ca,Kylan Lambert,25971261-0
251,09/04/04,Suelo,Venta,Lleida,124,549,1130632,22/01/05,Pedro,Joaquín,Jessamine Sloan,10191140-3,9-399-318-380,faucibus@Nullamsuscipit.ca,Shafira Deleon,38846748-7
252,09/04/04,Parking,Alquiler,Lleida,168,305,1622040,15/10/04,María,Luisa,Maya Gross,33284019-3,9-453-686-678,lectus.convallis.est@Proin.co.uk,Fulton Stout,17656842-9
253,10/04/04,Parking,Venta,Tarragona,106,525,567206,08/08/04,María,Luisa,Patricia Townsend,30279464-2,9-153-639-690,et@egestaslaciniaSed.net,Evangeline Hart,18255170-8
254,10/04/04,Piso,Venta,Girona,67,409,379689,29/10/04,Pedro,Joaquín,Rafael Nichols,45280153-1,9-642-779-589,dapibus@Cum.edu,Ciara Small,20680263-4
255,10/04/04,Local,Alquiler,Barcelona,49,380,424536,04/03/05,Pedro,Joaquín,Suki Le,35964504-K,9-408-719-730,ac@aliquet.edu,Xanthus Monroe,8300800-8
256,10/04/04,Industrial,Venta,Girona,238,43,1620304,05/10/04,Carmen,Joaquín,Chava Cervantes,37169836-1,9-983-682-396,gravida@CurabiturmassaVestibulum.org,Orla Mcbride,19301015-6
257,11/04/04,Suelo,Alquiler,Lleida,261,458,1220697,09/02/05,Carmen,Joaquín,Rylee Stanley,31948754-9,9-809-313-524,in@nequeNullam.co.uk,Stella Cash,21784659-5
258,11/04/04,Suelo,Alquiler,Barcelona,242,444,1099648,13/02/05,María,Luisa,Kim Decker,36281122-8,9-845-495-887,conubia.nostra@luctusetultrices.net,Venus Sutton,45207619-5
259,11/04/04,Parking,Venta,Tarragona,138,733,1183212,26/02/05,Luisa,,Chester Reese,9131146-1,9-710-974-526,Etiam.bibendum.fermentum@ullamcorpermagna.com,Aline Bradford,44510804-9
260,12/04/04,Piso,Alquiler,Tarragona,258,352,1750014,09/12/04,Luisa,,Louis Carroll,44272653-1,9-623-630-295,ipsum.primis@nascetur.co.uk,Bernard Leonard,27667768-3
261,12/04/04,Casa,Alquiler,Lleida,201,349,1107108,07/04/05,Joaquín,,Galvin Mccall,34003450-3,9-150-239-949,mauris.id.sapien@dictumplacerataugue.com,Porter Nguyen,23719763-1
262,12/04/04,Casa,Alquiler,Barcelona,181,468,1449629,14/09/04,Luisa,,Yoshio Fitzpatrick,39908998-0,9-926-270-540,nonummy.ultricies@Aliquamadipiscinglobortis.net,Chancellor Mcgee,48983260-7
263,13/04/04,Oficina,Alquiler,Barcelona,244,404,1006988,06/08/04,María,Luisa,India Tucker,12341347-4,9-330-512-803,elementum@sapien.ca,Neville Dudley,26100056-3
264,14/04/04,Parking,Alquiler,Tarragona,258,757,1770912,02/03/05,Jesús,Luisa,Dustin Slater,7263591-4,9-315-873-600,mollis.vitae.posuere@massa.ca,Illana Branch,39232409-7
265,14/04/04,Parking,Venta,Barcelona,105,420,927255,21/11/04,Luisa,,Callie Hanson,24472813-8,9-576-687-117,lacinia.mattis@diam.ca,Mannix Gilliam,11750158-2
266,14/04/04,Parking,Alquiler,Tarragona,216,420,1125792,16/09/04,Jesús,Luisa,Mari Wilcox,6899630-9,9-143-953-869,dictum@vitae.net,Leila Henry,22363046-4
267,14/04/04,Casa,Venta,Girona,204,464,1291116,27/09/04,Carmen,Joaquín,Myra Morse,50756884-K,9-618-892-389,auctor.quis.tristique@ipsum.co.uk,Kato Mejia,22295846-6
268,15/04/04,Industrial,Alquiler,Girona,150,175,968250,15/02/05,María,Luisa,Upton Talley,44475138-K,9-687-105-758,Donec.tempus@Suspendissealiquet.co.uk,Macaulay Vang,23321539-2
269,15/04/04,Parking,Venta,Lleida,52,462,446888,01/09/04,María,Luisa,Ella Sherman,8882722-8,9-713-336-718,aliquam.eu@velmauris.com,Oleg Hodge,16432398-6
270,15/04/04,Parking,Alquiler,Tarragona,223,261,1342906,31/10/04,Joaquín,,Kevin Rivera,22748131-5,9-333-577-785,et.arcu.imperdiet@eueros.edu,Keelie Kane,37080253-K
271,15/04/04,Local,Alquiler,Lleida,237,328,1093281,02/01/05,Jesús,Luisa,Orson Mendez,28690204-9,9-174-766-540,vestibulum.Mauris.magna@metusurna.ca,Michael Cunningham,10659294-2
272,15/04/04,Suelo,Venta,Lleida,270,101,2409210,03/09/04,Carmen,Joaquín,Ross Lynn,25976368-1,9-119-191-394,Etiam.bibendum@risusaultricies.net,Wade Terry,31923657-0
